datetime_dia,datetime_mes,datetime_año,gold_price_usd
29,12,1978,137.06
1,1,1979,137.06
2,1,1979,137.29
3,1,1979,134.01
4,1,1979,136.79
5,1,1979,138.35
8,1,1979,136.38
9,1,1979,137.29
10,1,1979,135.48
11,1,1979,135.94
12,1,1979,134.08
15,1,1979,133.83
16,1,1979,135.62
17,1,1979,139.22
18,1,1979,141.66
19,1,1979,141.14
22,1,1979,144.0
23,1,1979,141.14
24,1,1979,144.69
25,1,1979,143.98
26,1,1979,144.64
29,1,1979,145.25
30,1,1979,144.09
31,1,1979,144.84
1,2,1979,142.85
2,2,1979,143.48
5,2,1979,150.26
6,2,1979,150.8
7,2,1979,153.67
8,2,1979,153.49
9,2,1979,151.3
12,2,1979,150.01
13,2,1979,148.1
14,2,1979,148.25
15,2,1979,152.37
16,2,1979,152.19
19,2,1979,152.84
20,2,1979,152.24
21,2,1979,154.63
22,2,1979,155.4
23,2,1979,154.44
26,2,1979,152.73
27,2,1979,152.46
28,2,1979,154.64
1,3,1979,153.27
2,3,1979,152.83
5,3,1979,147.01
6,3,1979,147.91
7,3,1979,149.08
8,3,1979,147.09
9,3,1979,148.43
12,3,1979,148.01
13,3,1979,147.76
14,3,1979,147.76
15,3,1979,148.22
16,3,1979,150.77
19,3,1979,149.66
20,3,1979,149.41
21,3,1979,148.28
22,3,1979,149.85
23,3,1979,149.7
26,3,1979,150.98
27,3,1979,150.72
28,3,1979,150.69
29,3,1979,149.12
30,3,1979,148.04
2,4,1979,148.52
3,4,1979,148.77
4,4,1979,148.51
5,4,1979,149.14
6,4,1979,148.52
9,4,1979,149.87
10,4,1979,149.27
11,4,1979,148.25
12,4,1979,145.91
13,4,1979,145.88
16,4,1979,145.88
17,4,1979,144.82
18,4,1979,145.35
19,4,1979,149.87
20,4,1979,147.67
23,4,1979,147.78
24,4,1979,149.25
25,4,1979,150.41
26,4,1979,150.7
27,4,1979,151.15
30,4,1979,152.76
1,5,1979,152.8
2,5,1979,153.16
3,5,1979,153.28
4,5,1979,154.48
7,5,1979,154.48
8,5,1979,154.76
9,5,1979,154.12
10,5,1979,157.08
11,5,1979,156.73
14,5,1979,156.42
15,5,1979,159.57
16,5,1979,160.1
17,5,1979,160.68
18,5,1979,161.08
21,5,1979,164.85
22,5,1979,166.79
23,5,1979,165.89
24,5,1979,165.43
25,5,1979,170.0
28,5,1979,169.99
29,5,1979,172.21
30,5,1979,169.65
31,5,1979,172.0
1,6,1979,172.68
4,6,1979,171.04
5,6,1979,172.29
6,6,1979,175.7
7,6,1979,173.15
8,6,1979,175.45
11,6,1979,176.98
12,6,1979,173.99
13,6,1979,173.07
14,6,1979,174.47
15,6,1979,174.13
18,6,1979,172.81
19,6,1979,172.97
20,6,1979,173.13
21,6,1979,173.45
22,6,1979,173.68
25,6,1979,172.89
26,6,1979,172.23
27,6,1979,172.09
28,6,1979,168.39
29,6,1979,169.03
2,7,1979,172.26
3,7,1979,171.44
4,7,1979,172.12
5,7,1979,174.68
6,7,1979,176.45
9,7,1979,175.53
10,7,1979,176.61
11,7,1979,175.8
12,7,1979,176.13
13,7,1979,174.13
16,7,1979,176.89
17,7,1979,178.16
18,7,1979,181.13
19,7,1979,179.47
20,7,1979,180.51
23,7,1979,183.26
24,7,1979,183.27
25,7,1979,182.68
26,7,1979,183.91
27,7,1979,184.56
30,7,1979,182.35
31,7,1979,179.68
1,8,1979,175.64
2,8,1979,176.3
3,8,1979,173.57
6,8,1979,171.07
7,8,1979,172.69
8,8,1979,174.96
9,8,1979,179.36
10,8,1979,183.46
13,8,1979,180.6
14,8,1979,176.8
15,8,1979,182.82
16,8,1979,180.26
17,8,1979,181.98
20,8,1979,180.89
21,8,1979,181.99
22,8,1979,188.18
23,8,1979,187.54
24,8,1979,190.31
27,8,1979,190.31
28,8,1979,191.73
29,8,1979,190.67
30,8,1979,193.34
31,8,1979,190.38
3,9,1979,195.21
4,9,1979,196.34
5,9,1979,198.56
6,9,1979,201.76
7,9,1979,197.74
10,9,1979,201.8
11,9,1979,204.14
12,9,1979,202.6
13,9,1979,200.52
14,9,1979,208.27
17,9,1979,211.64
18,9,1979,226.0
19,9,1979,221.68
20,9,1979,225.5
21,9,1979,218.73
24,9,1979,225.76
25,9,1979,223.65
26,9,1979,221.44
27,9,1979,232.67
28,9,1979,233.23
1,10,1979,243.27
2,10,1979,251.66
3,10,1979,237.98
4,10,1979,227.75
5,10,1979,228.52
8,10,1979,224.06
9,10,1979,233.04
10,10,1979,247.46
11,10,1979,241.06
12,10,1979,237.4
15,10,1979,242.74
16,10,1979,237.97
17,10,1979,233.32
18,10,1979,229.4
19,10,1979,236.93
22,10,1979,236.85
23,10,1979,233.43
24,10,1979,238.99
25,10,1979,236.8
26,10,1979,227.05
29,10,1979,227.05
30,10,1979,229.12
31,10,1979,231.45
1,11,1979,229.08
2,11,1979,224.9
5,11,1979,229.5
6,11,1979,232.42
7,11,1979,237.68
8,11,1979,235.34
9,11,1979,235.21
12,11,1979,237.98
13,11,1979,234.05
14,11,1979,234.56
15,11,1979,232.2
16,11,1979,234.16
19,11,1979,232.51
20,11,1979,231.48
21,11,1979,235.64
22,11,1979,234.26
23,11,1979,233.75
26,11,1979,234.97
27,11,1979,233.94
28,11,1979,244.13
29,11,1979,243.78
30,11,1979,244.87
3,12,1979,250.15
4,12,1979,253.44
5,12,1979,252.6
6,12,1979,256.43
7,12,1979,255.91
10,12,1979,256.1
11,12,1979,262.89
12,12,1979,263.0
13,12,1979,270.17
14,12,1979,269.8
17,12,1979,276.99
18,12,1979,281.22
19,12,1979,287.18
20,12,1979,277.57
21,12,1979,278.61
24,12,1979,277.44
25,12,1979,277.44
26,12,1979,277.44
27,12,1979,275.92
28,12,1979,299.02
31,12,1979,299.12
1,1,1980,299.12
2,1,1980,325.32
3,1,1980,368.66
4,1,1980,342.56
7,1,1980,368.22
8,1,1980,355.16
9,1,1980,353.19
10,1,1980,351.34
11,1,1980,363.71
14,1,1980,385.03
15,1,1980,400.37
16,1,1980,444.09
17,1,1980,438.5
18,1,1980,487.96
21,1,1980,497.88
22,1,1980,433.05
23,1,1980,407.36
24,1,1980,420.84
25,1,1980,392.36
28,1,1980,367.71
29,1,1980,397.03
30,1,1980,406.28
31,1,1980,385.01
1,2,1980,398.89
4,2,1980,394.51
5,2,1980,401.55
6,2,1980,416.0
7,2,1980,411.02
8,2,1980,407.18
11,2,1980,416.94
12,2,1980,408.16
13,2,1980,408.22
14,2,1980,399.78
15,2,1980,391.86
18,2,1980,388.97
19,2,1980,385.06
20,2,1980,357.55
21,2,1980,392.31
22,2,1980,373.37
25,2,1980,366.23
26,2,1980,381.78
27,2,1980,377.81
28,2,1980,383.84
29,2,1980,381.48
3,3,1980,380.82
4,3,1980,380.24
5,3,1980,387.82
6,3,1980,378.59
7,3,1980,368.65
10,3,1980,355.97
11,3,1980,347.63
12,3,1980,356.17
13,3,1980,340.69
14,3,1980,322.58
17,3,1980,304.93
18,3,1980,303.63
19,3,1980,331.56
20,3,1980,351.56
21,3,1980,331.04
24,3,1980,353.79
25,3,1980,347.96
26,3,1980,322.01
27,3,1980,311.55
28,3,1980,315.84
31,3,1980,321.56
1,4,1980,335.24
2,4,1980,326.94
3,4,1980,317.99
4,4,1980,317.99
7,4,1980,317.99
8,4,1980,343.68
9,4,1980,352.08
10,4,1980,333.39
11,4,1980,335.36
14,4,1980,333.99
15,4,1980,317.79
16,4,1980,327.56
17,4,1980,321.65
18,4,1980,323.45
21,4,1980,316.63
22,4,1980,315.55
23,4,1980,313.01
24,4,1980,317.75
25,4,1980,338.96
28,4,1980,320.27
29,4,1980,314.16
30,4,1980,317.27
1,5,1980,300.13
2,5,1980,316.66
5,5,1980,316.66
6,5,1980,312.37
7,5,1980,310.19
8,5,1980,314.84
9,5,1980,312.68
12,5,1980,313.4
13,5,1980,312.51
14,5,1980,320.07
15,5,1980,314.89
16,5,1980,315.56
19,5,1980,314.62
20,5,1980,311.06
21,5,1980,312.21
22,5,1980,304.37
23,5,1980,309.12
26,5,1980,309.12
27,5,1980,308.53
28,5,1980,316.67
29,5,1980,313.15
30,5,1980,323.09
2,6,1980,339.08
3,6,1980,333.84
4,6,1980,344.39
5,6,1980,350.63
6,6,1980,358.18
9,6,1980,373.88
10,6,1980,362.21
11,6,1980,358.14
12,6,1980,354.38
13,6,1980,364.02
16,6,1980,357.36
17,6,1980,356.3
18,6,1980,362.21
19,6,1980,360.39
20,6,1980,362.79
23,6,1980,358.53
24,6,1980,363.04
25,6,1980,374.57
26,6,1980,375.73
27,6,1980,383.61
30,6,1980,392.72
1,7,1980,396.81
2,7,1980,397.86
3,7,1980,398.78
4,7,1980,399.04
7,7,1980,397.46
8,7,1980,408.84
9,7,1980,399.38
10,7,1980,390.55
11,7,1980,397.05
14,7,1980,387.23
15,7,1980,370.26
16,7,1980,372.87
17,7,1980,372.97
18,7,1980,362.02
21,7,1980,368.06
22,7,1980,364.44
23,7,1980,375.55
24,7,1980,381.77
25,7,1980,387.39
28,7,1980,383.11
29,7,1980,387.63
30,7,1980,380.12
31,7,1980,372.37
1,8,1980,379.26
4,8,1980,383.0
5,8,1980,381.27
6,8,1980,378.31
7,8,1980,381.67
8,8,1980,382.11
11,8,1980,374.78
12,8,1980,367.18
13,8,1980,373.5
14,8,1980,381.24
15,8,1980,380.01
18,8,1980,374.39
19,8,1980,382.52
20,8,1980,388.59
21,8,1980,395.41
22,8,1980,393.69
25,8,1980,393.69
26,8,1980,386.84
27,8,1980,389.48
28,8,1980,388.38
29,8,1980,386.52
1,9,1980,384.19
2,9,1980,389.68
3,9,1980,387.28
4,9,1980,393.64
5,9,1980,396.91
8,9,1980,409.01
9,9,1980,408.45
10,9,1980,418.0
11,9,1980,410.18
12,9,1980,417.83
15,9,1980,406.83
16,9,1980,408.09
17,9,1980,410.48
18,9,1980,411.78
19,9,1980,414.08
22,9,1980,437.7
23,9,1980,439.62
24,9,1980,436.05
25,9,1980,429.08
26,9,1980,431.24
29,9,1980,420.63
30,9,1980,412.83
1,10,1980,421.52
2,10,1980,412.11
3,10,1980,408.97
6,10,1980,415.79
7,10,1980,418.72
8,10,1980,417.58
9,10,1980,425.97
10,10,1980,422.79
13,10,1980,420.03
14,10,1980,414.51
15,10,1980,422.02
16,10,1980,420.06
17,10,1980,420.34
20,10,1980,415.45
21,10,1980,412.84
22,10,1980,417.88
23,10,1980,401.19
24,10,1980,401.01
27,10,1980,406.42
28,10,1980,405.23
29,10,1980,411.75
30,10,1980,412.66
31,10,1980,404.91
3,11,1980,414.58
4,11,1980,418.09
5,11,1980,427.16
6,11,1980,414.49
7,11,1980,392.9
10,11,1980,395.29
11,11,1980,385.18
12,11,1980,400.05
13,11,1980,400.33
14,11,1980,396.48
17,11,1980,401.25
18,11,1980,403.91
19,11,1980,408.59
20,11,1980,410.68
21,11,1980,415.47
24,11,1980,412.75
25,11,1980,402.53
26,11,1980,407.86
27,11,1980,407.95
28,11,1980,406.73
1,12,1980,419.19
2,12,1980,414.59
3,12,1980,414.01
4,12,1980,417.49
5,12,1980,410.93
8,12,1980,411.18
9,12,1980,405.97
10,12,1980,393.29
11,12,1980,381.09
12,12,1980,382.18
15,12,1980,389.73
16,12,1980,384.35
17,12,1980,388.86
18,12,1980,388.78
19,12,1980,379.74
22,12,1980,397.72
23,12,1980,399.21
24,12,1980,398.45
25,12,1980,398.45
26,12,1980,398.45
29,12,1980,396.03
30,12,1980,391.8
31,12,1980,392.41
1,1,1981,392.41
2,1,1981,396.09
5,1,1981,395.27
6,1,1981,395.28
7,1,1981,387.88
8,1,1981,384.36
9,1,1981,388.87
12,1,1981,378.96
13,1,1981,382.95
14,1,1981,377.62
15,1,1981,388.71
16,1,1981,382.63
19,1,1981,386.47
20,1,1981,382.75
21,1,1981,391.84
22,1,1981,387.79
23,1,1981,381.41
26,1,1981,367.71
27,1,1981,366.82
28,1,1981,368.88
29,1,1981,349.42
30,1,1981,363.31
2,2,1981,353.36
3,2,1981,351.25
4,2,1981,361.61
5,2,1981,361.24
6,2,1981,361.93
9,2,1981,371.01
10,2,1981,377.32
11,2,1981,364.39
12,2,1981,361.7
13,2,1981,367.37
16,2,1981,372.24
17,2,1981,373.46
18,2,1981,375.08
19,2,1981,367.49
20,2,1981,366.88
23,2,1981,362.16
24,2,1981,365.04
25,2,1981,362.34
26,2,1981,357.82
27,2,1981,357.95
2,3,1981,344.46
3,3,1981,348.93
4,3,1981,341.58
5,3,1981,339.08
6,3,1981,343.28
9,3,1981,346.15
10,3,1981,353.26
11,3,1981,347.21
12,3,1981,347.99
13,3,1981,357.69
16,3,1981,360.59
17,3,1981,355.17
18,3,1981,359.93
19,3,1981,360.56
20,3,1981,368.96
23,3,1981,381.39
24,3,1981,387.98
25,3,1981,382.54
26,3,1981,394.11
27,3,1981,396.44
30,3,1981,386.36
31,3,1981,375.1
1,4,1981,375.2
2,4,1981,380.19
3,4,1981,385.63
6,4,1981,398.87
7,4,1981,382.04
8,4,1981,375.31
9,4,1981,374.19
10,4,1981,368.13
13,4,1981,356.56
14,4,1981,362.53
15,4,1981,360.57
16,4,1981,365.61
17,4,1981,365.61
20,4,1981,365.61
21,4,1981,364.9
22,4,1981,376.17
23,4,1981,367.71
24,4,1981,374.3
27,4,1981,365.6
28,4,1981,366.28
29,4,1981,365.77
30,4,1981,369.74
1,5,1981,373.06
4,5,1981,373.06
5,5,1981,374.62
6,5,1981,377.07
7,5,1981,375.5
8,5,1981,379.19
11,5,1981,390.76
12,5,1981,385.58
13,5,1981,385.67
14,5,1981,382.29
15,5,1981,388.95
18,5,1981,384.68
19,5,1981,385.25
20,5,1981,382.64
21,5,1981,382.33
22,5,1981,380.11
25,5,1981,380.11
26,5,1981,376.13
27,5,1981,377.8
28,5,1981,385.34
29,5,1981,386.14
1,6,1981,389.69
2,6,1981,387.16
3,6,1981,387.8
4,6,1981,385.75
5,6,1981,384.49
8,6,1981,394.14
9,6,1981,382.97
10,6,1981,381.98
11,6,1981,385.84
12,6,1981,391.83
15,6,1981,384.39
16,6,1981,375.72
17,6,1981,375.41
18,6,1981,376.84
19,6,1981,377.79
22,6,1981,378.4
23,6,1981,381.51
24,6,1981,379.97
25,6,1981,369.97
26,6,1981,365.3
29,6,1981,355.08
30,6,1981,353.4
1,7,1981,352.32
2,7,1981,346.51
3,7,1981,346.33
6,7,1981,341.69
7,7,1981,341.9
8,7,1981,339.51
9,7,1981,346.5
10,7,1981,352.21
13,7,1981,346.93
14,7,1981,340.93
15,7,1981,344.81
16,7,1981,349.22
17,7,1981,348.41
20,7,1981,349.07
21,7,1981,346.47
22,7,1981,347.84
23,7,1981,344.71
24,7,1981,344.86
27,7,1981,345.05
28,7,1981,339.86
29,7,1981,341.04
30,7,1981,342.1
31,7,1981,346.87
3,8,1981,341.69
4,8,1981,341.72
5,8,1981,340.46
6,8,1981,342.58
7,8,1981,348.03
10,8,1981,349.64
11,8,1981,355.37
12,8,1981,361.56
13,8,1981,355.21
14,8,1981,361.88
17,8,1981,356.53
18,8,1981,362.26
19,8,1981,373.43
20,8,1981,368.31
21,8,1981,365.93
24,8,1981,361.37
25,8,1981,356.0
26,8,1981,355.47
27,8,1981,353.74
28,8,1981,362.53
31,8,1981,362.53
1,9,1981,359.91
2,9,1981,364.8
3,9,1981,368.65
4,9,1981,369.81
7,9,1981,368.73
8,9,1981,372.04
9,9,1981,369.74
10,9,1981,378.61
11,9,1981,375.96
14,9,1981,377.28
15,9,1981,373.25
16,9,1981,363.51
17,9,1981,367.08
18,9,1981,356.81
21,9,1981,362.99
22,9,1981,368.29
23,9,1981,367.51
24,9,1981,362.93
25,9,1981,367.57
28,9,1981,344.7
29,9,1981,350.21
30,9,1981,349.87
1,10,1981,356.54
2,10,1981,352.31
5,10,1981,354.32
6,10,1981,356.66
7,10,1981,357.13
8,10,1981,354.44
9,10,1981,363.96
12,10,1981,355.65
13,10,1981,354.05
14,10,1981,357.13
15,10,1981,359.84
16,10,1981,356.61
19,10,1981,352.64
20,10,1981,353.74
21,10,1981,352.0
22,10,1981,357.09
23,10,1981,355.07
26,10,1981,354.8
27,10,1981,355.26
28,10,1981,356.22
29,10,1981,348.65
30,10,1981,347.03
2,11,1981,345.82
3,11,1981,344.53
4,11,1981,345.87
5,11,1981,345.66
6,11,1981,346.22
9,11,1981,343.49
10,11,1981,338.26
11,11,1981,331.25
12,11,1981,330.57
13,11,1981,332.13
16,11,1981,327.45
17,11,1981,324.64
18,11,1981,326.95
19,11,1981,325.33
20,11,1981,327.77
23,11,1981,323.35
24,11,1981,322.95
25,11,1981,331.17
26,11,1981,330.45
27,11,1981,331.1
30,11,1981,332.94
1,12,1981,325.66
2,12,1981,327.57
3,12,1981,337.39
4,12,1981,343.88
7,12,1981,338.22
8,12,1981,338.41
9,12,1981,333.0
10,12,1981,332.09
11,12,1981,336.67
14,12,1981,346.07
15,12,1981,338.94
16,12,1981,341.81
17,12,1981,341.4
18,12,1981,340.99
21,12,1981,339.2
22,12,1981,330.19
23,12,1981,330.85
24,12,1981,329.86
25,12,1981,329.86
28,12,1981,329.86
29,12,1981,325.42
30,12,1981,327.48
31,12,1981,327.48
1,1,1982,327.48
4,1,1982,321.34
5,1,1982,328.25
6,1,1982,326.62
7,1,1982,322.56
8,1,1982,325.61
11,1,1982,321.79
12,1,1982,322.41
13,1,1982,314.95
14,1,1982,310.6
15,1,1982,314.33
18,1,1982,312.37
19,1,1982,313.63
20,1,1982,310.49
21,1,1982,314.25
22,1,1982,315.3
25,1,1982,315.21
26,1,1982,319.02
27,1,1982,323.47
28,1,1982,324.95
29,1,1982,327.92
1,2,1982,322.92
2,2,1982,322.62
3,2,1982,321.64
4,2,1982,326.53
5,2,1982,326.96
8,2,1982,324.25
9,2,1982,323.18
10,2,1982,326.3
11,2,1982,324.46
12,2,1982,322.33
15,2,1982,325.45
16,2,1982,325.45
17,2,1982,324.36
18,2,1982,320.24
19,2,1982,320.24
22,2,1982,310.32
23,2,1982,307.55
24,2,1982,309.04
25,2,1982,312.19
26,2,1982,308.91
1,3,1982,315.18
2,3,1982,315.18
3,3,1982,308.64
4,3,1982,302.31
5,3,1982,298.74
8,3,1982,283.92
9,3,1982,282.84
10,3,1982,286.06
11,3,1982,284.99
12,3,1982,277.69
15,3,1982,271.86
16,3,1982,282.75
17,3,1982,275.34
18,3,1982,278.83
19,3,1982,275.13
22,3,1982,284.16
23,3,1982,291.65
24,3,1982,293.86
25,3,1982,290.32
26,3,1982,285.45
29,3,1982,284.38
30,3,1982,289.51
31,3,1982,285.71
1,4,1982,291.96
2,4,1982,292.63
5,4,1982,301.77
6,4,1982,308.93
7,4,1982,316.53
8,4,1982,315.78
9,4,1982,315.78
12,4,1982,315.78
13,4,1982,317.58
14,4,1982,329.48
15,4,1982,326.34
16,4,1982,325.89
19,4,1982,320.01
20,4,1982,307.46
21,4,1982,310.82
22,4,1982,309.25
23,4,1982,315.75
26,4,1982,315.06
27,4,1982,310.42
28,4,1982,312.85
29,4,1982,307.78
30,4,1982,318.81
3,5,1982,318.81
4,5,1982,301.6
5,5,1982,298.64
6,5,1982,295.2
7,5,1982,295.42
10,5,1982,280.87
11,5,1982,283.65
12,5,1982,283.01
13,5,1982,282.58
14,5,1982,284.5
17,5,1982,290.28
18,5,1982,289.85
19,5,1982,293.28
20,5,1982,293.71
21,5,1982,290.28
24,5,1982,282.98
25,5,1982,282.03
26,5,1982,284.05
27,5,1982,278.89
28,5,1982,284.76
31,5,1982,284.76
1,6,1982,279.07
2,6,1982,278.85
3,6,1982,280.47
4,6,1982,279.07
7,6,1982,288.59
8,6,1982,291.7
9,6,1982,289.26
10,6,1982,289.92
11,6,1982,288.59
14,6,1982,295.16
15,6,1982,289.87
16,6,1982,291.71
17,6,1982,284.35
18,6,1982,284.12
21,6,1982,280.2
22,6,1982,287.04
23,6,1982,287.04
24,6,1982,292.94
25,6,1982,288.46
28,6,1982,288.0
29,6,1982,292.98
30,6,1982,301.04
1,7,1982,294.16
2,7,1982,296.54
5,7,1982,297.68
6,7,1982,293.66
7,7,1982,289.65
8,7,1982,296.02
9,7,1982,310.19
12,7,1982,322.06
13,7,1982,330.98
14,7,1982,331.21
15,7,1982,328.87
16,7,1982,325.81
19,7,1982,326.2
20,7,1982,326.44
21,7,1982,344.04
22,7,1982,331.36
23,7,1982,340.99
26,7,1982,323.75
27,7,1982,322.83
28,7,1982,318.93
29,7,1982,314.79
30,7,1982,315.16
2,8,1982,326.55
3,8,1982,324.6
4,8,1982,321.81
5,8,1982,322.04
6,8,1982,320.42
9,8,1982,321.8
10,8,1982,323.95
11,8,1982,319.4
12,8,1982,320.6
13,8,1982,323.71
16,8,1982,326.75
17,8,1982,322.92
18,8,1982,342.05
19,8,1982,340.99
20,8,1982,369.53
23,8,1982,369.83
24,8,1982,382.25
25,8,1982,375.92
26,8,1982,390.92
27,8,1982,394.47
30,8,1982,394.47
31,8,1982,388.34
1,9,1982,382.44
2,9,1982,386.69
3,9,1982,429.39
6,9,1982,450.17
7,9,1982,456.82
8,9,1982,434.97
9,9,1982,442.57
10,9,1982,430.22
13,9,1982,422.74
14,9,1982,437.43
15,9,1982,426.84
16,9,1982,431.89
17,9,1982,425.15
20,9,1982,404.96
21,9,1982,407.11
22,9,1982,423.58
23,9,1982,416.03
24,9,1982,411.41
27,9,1982,399.55
28,9,1982,396.41
29,9,1982,395.68
30,9,1982,383.37
1,10,1982,388.2
4,10,1982,377.79
5,10,1982,380.47
6,10,1982,393.88
7,10,1982,408.01
8,10,1982,422.15
11,10,1982,414.13
12,10,1982,424.97
13,10,1982,412.93
14,10,1982,431.47
15,10,1982,416.54
18,10,1982,415.59
19,10,1982,428.45
20,10,1982,409.53
21,10,1982,419.72
22,10,1982,415.35
25,10,1982,412.19
26,10,1982,412.83
27,10,1982,411.35
28,10,1982,411.85
29,10,1982,416.77
1,11,1982,420.97
2,11,1982,424.67
3,11,1982,421.22
4,11,1982,418.51
5,11,1982,411.37
8,11,1982,408.35
9,11,1982,410.36
10,11,1982,412.11
11,11,1982,402.34
12,11,1982,399.08
15,11,1982,407.23
16,11,1982,411.52
17,11,1982,416.57
18,11,1982,412.53
19,11,1982,421.72
22,11,1982,405.42
23,11,1982,400.98
24,11,1982,404.19
25,11,1982,405.42
26,11,1982,412.58
29,11,1982,421.3
30,11,1982,423.24
1,12,1982,427.36
2,12,1982,433.19
3,12,1982,428.33
6,12,1982,427.7
7,12,1982,436.58
8,12,1982,427.46
9,12,1982,420.25
10,12,1982,418.57
13,12,1982,429.59
14,12,1982,440.01
15,12,1982,428.36
16,12,1982,431.05
17,12,1982,427.87
20,12,1982,420.72
21,12,1982,422.63
22,12,1982,427.41
23,12,1982,425.98
24,12,1982,425.98
27,12,1982,425.98
28,12,1982,425.98
29,12,1982,440.08
30,12,1982,436.63
31,12,1982,429.9
3,1,1983,429.9
4,1,1983,422.94
5,1,1983,422.82
6,1,1983,422.79
7,1,1983,431.46
10,1,1983,439.23
11,1,1983,450.17
12,1,1983,446.46
13,1,1983,454.11
14,1,1983,451.6
17,1,1983,465.93
18,1,1983,459.69
19,1,1983,473.44
20,1,1983,467.26
21,1,1983,467.8
24,1,1983,464.11
25,1,1983,469.03
26,1,1983,467.24
27,1,1983,477.08
28,1,1983,475.43
31,1,1983,486.07
1,2,1983,494.63
2,2,1983,490.42
3,2,1983,490.98
4,2,1983,488.39
7,2,1983,476.52
8,2,1983,480.24
9,2,1983,473.6
10,2,1983,474.18
11,2,1983,480.54
14,2,1983,479.3
15,2,1983,485.48
16,2,1983,483.69
17,2,1983,480.27
18,2,1983,479.49
21,2,1983,479.74
22,2,1983,464.97
23,2,1983,451.98
24,2,1983,454.69
25,2,1983,445.87
28,2,1983,394.41
1,3,1983,399.72
2,3,1983,415.29
3,3,1983,414.31
4,3,1983,395.77
7,3,1983,403.68
8,3,1983,402.16
9,3,1983,410.35
10,3,1983,419.81
11,3,1983,407.99
14,3,1983,408.97
15,3,1983,415.74
16,3,1983,402.23
17,3,1983,401.84
18,3,1983,409.12
21,3,1983,409.19
22,3,1983,413.99
23,3,1983,405.48
24,3,1983,410.92
25,3,1983,407.21
28,3,1983,406.23
29,3,1983,409.87
30,3,1983,414.02
31,3,1983,410.93
1,4,1983,410.93
4,4,1983,410.93
5,4,1983,421.67
6,4,1983,422.44
7,4,1983,419.87
8,4,1983,415.44
11,4,1983,421.5
12,4,1983,427.49
13,4,1983,424.03
14,4,1983,432.57
15,4,1983,434.03
18,4,1983,443.21
19,4,1983,439.24
20,4,1983,434.62
21,4,1983,440.38
22,4,1983,437.88
25,4,1983,439.46
26,4,1983,434.91
27,4,1983,433.72
28,4,1983,430.22
29,4,1983,430.88
2,5,1983,430.88
3,5,1983,434.61
4,5,1983,432.52
5,5,1983,432.53
6,5,1983,430.04
9,5,1983,431.89
10,5,1983,442.9
11,5,1983,441.2
12,5,1983,438.18
13,5,1983,440.68
16,5,1983,438.49
17,5,1983,442.44
18,5,1983,444.62
19,5,1983,447.12
20,5,1983,443.23
23,5,1983,438.89
24,5,1983,443.29
25,5,1983,447.95
26,5,1983,446.82
27,5,1983,447.03
30,5,1983,447.03
31,5,1983,447.29
1,6,1983,419.17
2,6,1983,421.73
3,6,1983,425.66
6,6,1983,424.68
7,6,1983,416.87
8,6,1983,419.73
9,6,1983,425.49
10,6,1983,425.21
13,6,1983,428.81
14,6,1983,426.09
15,6,1983,426.92
16,6,1983,429.64
17,6,1983,432.76
20,6,1983,433.03
21,6,1983,431.17
22,6,1983,433.26
23,6,1983,435.64
24,6,1983,436.79
27,6,1983,434.6
28,6,1983,433.62
29,6,1983,432.84
30,6,1983,431.65
1,7,1983,431.91
4,7,1983,435.76
5,7,1983,432.28
6,7,1983,432.78
7,7,1983,434.56
8,7,1983,448.56
11,7,1983,455.56
12,7,1983,454.49
13,7,1983,452.63
14,7,1983,450.03
15,7,1983,449.53
18,7,1983,449.23
19,7,1983,450.36
20,7,1983,452.47
21,7,1983,455.89
22,7,1983,449.28
25,7,1983,447.69
26,7,1983,454.49
27,7,1983,456.98
28,7,1983,457.57
29,7,1983,456.53
1,8,1983,450.39
2,8,1983,453.67
3,8,1983,450.11
4,8,1983,453.4
5,8,1983,448.74
8,8,1983,450.5
9,8,1983,455.47
10,8,1983,450.23
11,8,1983,454.09
12,8,1983,454.86
15,8,1983,461.04
16,8,1983,466.02
17,8,1983,468.24
18,8,1983,467.13
19,8,1983,462.98
22,8,1983,455.26
23,8,1983,460.27
24,8,1983,457.68
25,8,1983,456.87
26,8,1983,455.93
29,8,1983,455.93
30,8,1983,457.14
31,8,1983,452.93
1,9,1983,455.5
2,9,1983,456.48
5,9,1983,460.94
6,9,1983,459.4
7,9,1983,455.65
8,9,1983,454.92
9,9,1983,454.64
12,9,1983,454.0
13,9,1983,447.37
14,9,1983,443.13
15,9,1983,446.04
16,9,1983,444.97
19,9,1983,451.54
20,9,1983,451.74
21,9,1983,451.29
22,9,1983,450.16
23,9,1983,452.67
26,9,1983,453.2
27,9,1983,451.76
28,9,1983,451.63
29,9,1983,446.19
30,9,1983,440.9
3,10,1983,421.96
4,10,1983,428.26
5,10,1983,420.21
6,10,1983,423.02
7,10,1983,423.89
10,10,1983,431.18
11,10,1983,428.89
12,10,1983,424.32
13,10,1983,431.08
14,10,1983,433.17
17,10,1983,426.91
18,10,1983,426.68
19,10,1983,423.67
20,10,1983,419.4
21,10,1983,423.19
24,10,1983,427.23
25,10,1983,430.72
26,10,1983,426.69
27,10,1983,418.01
28,10,1983,421.46
31,10,1983,416.46
1,11,1983,414.89
2,11,1983,419.77
3,11,1983,415.11
4,11,1983,420.9
7,11,1983,420.3
8,11,1983,423.62
9,11,1983,423.54
10,11,1983,420.55
