fecha_dia,fecha_mes,temp_prom,temp_min,tem_max,viento_dir,viento_vel,presion,precipitacion
13,10,13.8,5.7,20.2,20,8.5,1024.4,0.0
14,10,16.3,9.2,21.5,64,17.0,1022.1,0.0
15,10,18.3,14.0,23.5,69,19.0,1017.6,0.0
16,10,20.0,14.6,26.0,142,11.5,1011.2,0.0
17,10,14.3,6.7,27.1,155,15.7,1021.5,0.0
18,10,12.6,5.2,19.5,115,16.0,1023.9,0.4
19,10,16.8,13.3,20.4,81,19.4,1021.2,0.9
20,10,18.5,11.8,25.3,92,15.7,1017.8,0.0
21,10,19.9,15.0,25.5,78,16.2,1014.3,4.1
22,10,20.9,17.2,27.4,125,13.7,1011.7,5.1
23,10,17.4,15.0,28.0,155,10.6,1014.0,0.5
24,10,15.4,12.4,19.8,173,12.1,1017.0,0.9
25,10,14.1,6.0,21.0,167,8.9,1015.7,0.0
26,10,18.5,12.0,23.9,9,9.8,1010.5,0.0
27,10,22.3,18.2,28.1,13,12.9,1005.8,0.0
28,10,23.8,16.8,28.7,24,12.1,1002.4,0.0
29,10,21.3,15.1,29.5,93,14.6,1002.5,7.1
30,10,16.2,8.7,24.5,136,16.3,1014.3,11.9
31,10,12.3,10.9,21.7,131,16.4,1021.6,0.0
1,11,12.4,7.3,17.4,125,22.8,1022.0,0.0
2,11,12.4,9.5,18.5,119,18.4,1014.5,1.0
3,11,13.8,11.0,15.0,209,10.7,1011.9,36.1
4,11,15.3,5.6,23.2,294,7.9,1015.5,0.0
5,11,19.7,13.6,24.8,32,12.5,1015.3,0.0
6,11,21.0,13.2,26.0,54,14.1,1015.3,0.0
7,11,24.0,19.0,31.8,48,15.0,1007.7,1.3
8,11,20.5,13.5,32.0,191,6.8,1012.6,5.1
9,11,18.4,9.8,25.2,107,14.7,1016.5,0.0
10,11,17.1,15.5,24.5,73,22.0,1009.4,19.3
11,11,20.6,16.0,25.8,274,13.3,1001.5,8.5
12,11,19.5,12.5,26.0,152,13.4,1009.1,0.0
13,11,15.9,10.5,23.3,132,16.0,1013.4,0.0
14,11,18.0,8.1,25.0,121,8.8,1011.3,0.0
15,11,21.4,16.2,27.7,35,11.5,1004.9,0.0
16,11,18.9,12.7,28.0,273,11.6,1005.4,1.0
17,11,20.9,13.8,27.4,28,14.2,1000.5,0.2
18,11,17.6,14.4,28.0,252,14.7,1005.8,1.0
19,11,19.9,12.0,26.6,278,14.0,1013.0,0.0
20,11,25.1,16.8,31.0,8,14.3,1008.7,0.0
21,11,21.9,15.0,31.0,182,8.8,1006.7,0.0
22,11,19.7,13.0,26.0,92,13.3,1011.8,0.0
23,11,22.4,15.0,28.0,263,10.9,1016.8,0.0
24,11,19.3,9.0,28.1,105,12.3,1023.3,0.0
25,11,22.0,16.0,27.0,55,14.1,1018.4,0.0
26,11,23.9,16.0,30.0,35,11.2,1013.5,0.0
27,11,24.8,18.0,30.0,85,16.2,1013.5,0.0
28,11,25.7,21.0,31.5,64,16.8,1010.2,0.0
29,11,23.7,17.6,32.0,145,13.2,1009.6,15.0
30,11,23.3,14.0,30.0,99,10.9,1010.2,0.4
1,12,23.2,19.0,30.5,26,14.6,1004.5,0.0
2,12,23.1,14.0,30.0,175,6.1,1007.8,0.0
3,12,16.7,12.4,30.1,140,13.0,1018.0,0.3
4,12,16.4,9.0,22.0,115,14.9,1022.5,0.0
5,12,18.9,13.1,23.2,96,15.9,1016.8,0.0
6,12,20.3,18.0,24.0,127,7.9,1009.3,16.0
7,12,19.7,16.0,24.0,161,10.9,1013.6,0.8
8,12,19.9,12.0,25.4,97,12.8,1019.4,0.0
9,12,20.3,14.0,25.0,82,12.6,1017.0,0.0
10,12,22.2,14.0,28.0,124,9.7,1015.2,0.1
11,12,24.8,20.0,29.0,48,17.8,1011.5,0.0
12,12,27.7,23.0,32.0,26,16.5,1009.5,0.0
13,12,27.4,22.5,33.2,98,11.4,1006.0,0.3
14,12,24.4,18.5,32.2,81,16.5,1006.5,0.0
15,12,26.6,21.0,31.0,67,12.9,1007.1,9.4
16,12,28.0,24.0,32.0,48,20.1,1006.2,0.0
17,12,22.9,17.9,32.6,40,16.2,1006.4,56.9
18,12,18.6,15.0,23.0,152,14.8,1014.6,7.9
19,12,15.5,10.0,20.0,144,17.5,1020.0,0.0
20,12,19.5,13.0,24.0,114,13.7,1016.7,0.0
21,12,22.3,17.0,28.0,156,9.3,1013.8,0.0
22,12,23.0,18.9,28.0,78,12.5,1012.1,14.0
23,12,25.3,18.0,32.0,72,10.4,1010.3,4.5
24,12,23.1,20.1,32.6,90,13.8,1010.7,13.8
25,12,24.4,16.0,31.1,199,12.4,1012.9,9.1
26,12,17.9,11.4,26.7,133,8.4,1017.7,0.0
27,12,23.8,13.0,30.0,355,12.8,1012.0,0.0
28,12,25.4,19.0,30.0,325,14.8,1003.6,1.0
29,12,21.4,16.0,24.0,156,14.0,1011.3,0.0
30,12,22.7,15.8,31.1,186,8.0,1018.4,0.0
31,12,22.8,16.0,27.0,61,13.1,1015.2,1.0
