fecha,temp_prom,temp_min,tem_max,precipitacion,nieve,viento_dir,viento_vel,presion
3/5/2023,26.9,21.8,34.9,0,,66,17.6,1011.8
3/6/2023,29.8,25.5,34.1,0,,36,18.2,1009.9
3/7/2023,28.1,23.5,35.2,0,,38,15.1,1008.2
3/8/2023,26.8,19.3,34.3,0,,113,10.4,1008.5
3/9/2023,27.2,20.1,34.6,0,,90,15.9,1012
3/10/2023,30.9,26.7,38.1,0,,352,13.8,1010.6
3/11/2023,31.3,24,39.4,0,,49,11.1,1011.1
3/12/2023,32.9,28.2,39.6,0,,41,15.9,1012.5
3/13/2023,30.9,26.3,37.6,0,,50,17.4,1012.4
3/14/2023,31.7,28.1,36.5,0.3,,42,15.8,1010.6
3/15/2023,27.8,23.7,37.1,5.1,,80,10.2,1011.3
3/16/2023,26.1,21.7,32.7,1.7,,137,10.2,1012.2
3/17/2023,27.6,21.9,35.3,0,,144,10.3,1012.8
3/18/2023,26.2,21.5,35.4,0,,118,16.4,1014.9
3/19/2023,26.7,21,32.4,4.3,,100,12.6,1011
3/20/2023,21.6,17.3,33.1,18,,143,13.6,1015.3
3/21/2023,21,15.8,26.6,0,,108,18,1018.4
3/22/2023,22.5,18.2,26.5,0,,85,20.6,1019.4
3/23/2023,24.4,20.7,28.7,11.1,,175,10.2,1016.5
3/24/2023,22.9,17.3,29.9,0.1,,121,13,1017.4
3/25/2023,23.5,20.4,28.7,8.1,,173,10.7,1012.1
3/26/2023,18.7,12.5,29.1,0,,178,11.1,1019.1
3/27/2023,19.4,11.3,26.1,0,,34,10.2,1016.6
3/28/2023,25.3,21.1,30.1,0.5,,12,16.1,1009.5
3/29/2023,23,17.1,30.6,2.5,,183,12.2,1009.6
3/30/2023,18.1,11.8,27.6,3,,117,16,1016
3/31/2023,19.1,14.4,24.6,0,,203,13.5,1019
4/1/2023,14.5,6.8,21.8,0,,141,9,1020.9
4/2/2023,17.3,10,22.4,13.2,,35,8.9,1016.1
4/3/2023,17.3,13.6,22.5,17,,19,6.1,1014.7
4/4/2023,17.8,14.7,23.1,0,,149,9.3,1017.7
4/5/2023,19.2,13.6,25.3,0,,100,13.1,1019
4/6/2023,21,16.6,25.7,0,,86,17.8,1019.6
4/7/2023,20.5,15.5,25.7,0,,75,9.7,1019.4
4/8/2023,21,14.9,25.7,0,,50,10.1,1019.5
4/9/2023,22,15.5,27.8,0,,20,10.8,1017
4/10/2023,21.5,15.7,27.9,0,,94,8,1017.3
4/11/2023,23.6,16.7,30,2.4,,13,11.8,1010.5
4/12/2023,18.3,13.4,30.6,0.5,,198,10.1,1013.2
4/13/2023,13.3,7.6,19.1,0,,193,7.9,1018.8
4/14/2023,12.1,4.4,19.5,0,,171,6.7,1020.8
4/15/2023,15.5,12,20.1,0.3,,82,9.7,1020.7
4/16/2023,14.4,8.6,20.6,0,,166,5.6,1017.7
4/17/2023,15.4,11.1,20.2,0,,277,6.7,1011.6
4/18/2023,12.6,8.4,21.1,11.9,,285,16.2,1004.7
4/19/2023,13.5,9.3,17.9,0.3,,239,14.6,1008.1
4/20/2023,13.7,4.4,21.7,0,,348,6.9,1018.3
4/21/2023,16.8,10.6,22.3,0,,17,9.9,1016.2
4/22/2023,16.8,11.5,24.1,0,,138,8.1,1019.9
4/23/2023,16.7,12.8,24.5,0,,124,8.8,1022.1
4/24/2023,18,13.8,23.4,0.6,,108,9.6,1020.1
4/25/2023,18.5,15.8,23.1,4.1,,128,6.7,1014.5
4/26/2023,17.7,13.3,23,0,,273,4.8,1014.2
4/27/2023,19.9,13.9,26.1,0,,323,6.4,1014.2
4/28/2023,21.8,17,27.1,0,,6,16.3,1012.6
4/29/2023,22.8,18.3,27.6,0,,13,21.5,1009.4
4/30/2023,20.6,14.2,26.7,4.1,,327,20.3,1008.6
5/1/2023,13.2,6,27.1,0,,244,7.9,1019.7
5/2/2023,11.4,4.8,18.7,0,,177,6,1021.7
5/3/2023,11.5,3.7,19,0,,121,6.6,1020.9
5/4/2023,14,5.7,22.4,0,,75,6.1,1019.1
5/5/2023,16.2,10.4,22.8,12.1,,123,14.4,1020
5/6/2023,18,13.8,23.2,17,,53,14,1012.6
5/7/2023,17.2,14,21.1,0.5,,286,15.3,1012.4
5/8/2023,14.5,10.4,20.6,0,,259,8.9,1016.8
5/9/2023,13,7.3,20.7,0,,274,6,1019.6
5/10/2023,13.1,8.4,18.4,0,,215,8.4,1021.5
5/11/2023,11.5,6.3,19.1,0,,124,5.7,1022.8
5/12/2023,13.4,6.1,18.5,0,,356,11,1019.9
5/13/2023,16.9,13.3,21.5,0,,297,10.3,1015.9
5/14/2023,19.4,12.4,26.3,0,,335,11.5,1016
5/15/2023,18.6,10,26.6,0,,37,7.5,1018
5/16/2023,19.3,14.7,26.1,0,,40,12.7,1016.5
5/17/2023,20.2,16.6,25.7,0,,31,13.5,1013.5
5/18/2023,17.9,13.5,24.6,0,,297,11.3,1016.1
5/19/2023,12.8,7.9,22.1,7.2,,167,7.1,1017.7
5/20/2023,11.9,7.4,18.2,31,,155,9.8,1021.1
5/21/2023,14.1,8.6,17.9,3.3,,93,10.6,1015.1
5/22/2023,18.7,17.3,20.7,1.2,,3,9.2,1012.9
5/23/2023,19.4,17.5,21.5,0.5,,44,10.1,1014
5/24/2023,21.3,17.2,22.6,9.9,,9,13.1,1010.5
5/25/2023,19.7,17.7,22.1,0,,47,12.7,1010.5
5/26/2023,18.3,12.9,21.3,96,,194,12.7,1008.9
5/27/2023,11.6,5.7,19.3,1,,203,9.9,1024.9
5/28/2023,7.6,1.9,13.9,0,,297,4.6,1028.7
5/29/2023,9.9,4.6,14.9,0,,14,7.3,1024.5
5/30/2023,12.4,5.5,16.5,0,,16,8.2,1021.6
5/31/2023,16,11.5,20.2,0.2,,11,7.8,1018.1
6/1/2023,17.3,11,22.5,0,,9,7.8,1018.2
6/2/2023,20.7,17.7,24.3,3.5,,21,15.1,1012.7
6/3/2023,18.4,12.3,24.6,3,,99,11,1013.4
6/4/2023,15.6,8.4,23.2,3.4,,187,8.4,1020.8
6/5/2023,9.6,3.9,18.4,0,,103,8.7,1023.8
6/6/2023,15.8,10.1,20.1,0,,346,10.7,1014.8
6/7/2023,17.5,13.3,21.1,0,,103,10.4,1016.7
6/8/2023,21.2,16.6,25.9,0,,14,14.1,1010.2
6/9/2023,19.2,9.4,26.6,0,,239,15.9,1008.8
6/10/2023,8.6,4.3,20.7,0,,257,8.3,1016.4
6/11/2023,5.9,1.4,11.5,0,,260,12.4,1022.7
6/12/2023,5.7,-0.5,12.5,0,,262,9.1,1027.8
6/13/2023,6.1,0.2,13.3,0,,292,6.9,1032
6/14/2023,8,0.3,14,0,,353,7,1028.8
6/15/2023,8.4,1.1,15.7,0,,41,7.1,1026.1
6/16/2023,9.4,4.2,15.6,0,,238,4.9,1024.5
6/17/2023,8.1,4.3,14.8,0,,242,8.6,1025.7
6/18/2023,5.5,-3.3,13.3,0,,10,6.7,1024.4
6/19/2023,9.4,5.3,14.8,0,,101,8.8,1024
6/20/2023,9.7,6.3,15.1,0,,163,8.3,1023.3
6/21/2023,12,9.6,14.6,0,,182,5.6,1018.2
6/22/2023,8.5,3.8,15,0,,308,5,1014.9
6/23/2023,11.1,5.3,15.1,0.5,,338,9.3,1010.7
6/24/2023,12.4,9.8,15,0,,299,6.5,1009.5
6/25/2023,13.2,10,17.3,0,,27,8.7,1013.5
6/26/2023,14.8,10.1,20.7,0.7,,266,7.1,1012.3
6/27/2023,11.9,8.2,21.1,0,,139,11.1,1015.4
6/28/2023,9.6,3.7,16.4,0,,247,10.9,1023.7
6/29/2023,8.2,2.8,16.8,0,,99,7.1,1027.1
6/30/2023,9.9,2.4,16,0,,64,7.9,1024.9
7/1/2023,12.6,6.1,17.7,0,,72,8,1021.7
7/2/2023,15,11.1,19.6,0,,56,15.8,1016.5
7/3/2023,17,13.5,19.7,0,,43,11.8,1015.4
7/4/2023,20.2,18.1,24.1,12.1,,5,14.8,1011.7
7/5/2023,16.5,12.3,24.6,31,,153,9.6,1014.6
7/6/2023,14,7.9,19.6,0,,140,11.3,1014.3
7/7/2023,9.9,6.3,17.7,0,,137,12,1018
7/8/2023,10.3,6.3,15.6,0.3,,105,15.4,1018
7/9/2023,14.1,12.4,15.7,0.9,,345,6.7,1016.7
7/10/2023,12.6,9.6,15.8,0,,144,8.1,1018.8
7/11/2023,10.2,8.6,16.1,0,,113,13.3,1020.7
7/12/2023,8.4,7.5,13.1,10.9,,151,15,1016.7
7/13/2023,7.7,5,10.3,3.3,,209,10.6,1022
7/14/2023,5.4,-0.2,12.2,0,,323,8.3,1022.5
7/15/2023,9.8,7,12.8,0,,327,13.8,1018.2
7/16/2023,6.5,0.8,13.2,0,,250,10.9,1021.6
7/17/2023,4.9,-0.2,11.3,0,,234,8.9,1026.9
7/18/2023,4.6,-2.5,11.3,0,,35,6.4,1031.9
7/19/2023,8.4,4.3,11.6,0,,48,15.3,1030.6
7/20/2023,11.5,7.1,16.3,0,,50,12,1020.6
7/21/2023,19.4,13.6,24.5,0,,30,16.5,1009.1
7/22/2023,22.8,12.4,27.5,0.5,,341,21.3,1004.5
7/23/2023,11.2,6.1,16.1,0,,228,12.8,1021.3
7/24/2023,9.3,6.8,16.3,0,,129,14.3,1028.2
7/25/2023,9.8,4.7,14.5,0.4,,115,13.2,1021
7/26/2023,11.9,8.7,15.3,2.2,,229,13.9,1016.1
7/27/2023,8.3,3.4,15.8,0,,186,5.7,1023.3
7/28/2023,9.9,6.2,14.6,0,,93,8.1,1027.8
7/29/2023,13.3,10.2,17.8,0,,15,16.2,1022.6
7/30/2023,15.4,11.6,21.4,0,,339,12.8,1018
7/31/2023,15.7,8.4,22.5,0,,50,8.8,1019.4
8/1/2023,21.9,16.8,29,0,,0,13.5,1014
8/2/2023,21.8,12.3,29.1,0,,296,16.8,1013.6
8/3/2023,10.2,7.6,13.2,0,,131,12.7,1023.8
8/4/2023,9.9,3.2,17.1,0,,204,5.6,1019.6
8/5/2023,9.4,0.4,17.1,1.5,,96,12.6,1018.4
8/6/2023,15.4,12.9,18.6,5.6,,151,8.3,1010.7
8/7/2023,9.3,4,18.7,0,,150,14.9,1027.7
8/8/2023,8.3,1.5,14.7,0,,97,11.6,1029.1
8/9/2023,11.8,5.6,18.4,0,,93,10.6,1020.3
8/10/2023,15,11.3,18.6,0.1,,44,13.4,1010.4
8/11/2023,13.1,7.3,19.1,0,,264,17.9,1014
8/12/2023,6.8,0,16.5,0,,256,14.8,1025
8/13/2023,9.3,0,16.9,0,,347,13.1,1023.1
8/14/2023,17.1,11.4,24.2,0,,333,19.7,1015.1
8/15/2023,19.8,15.6,24.8,0,,17,15.8,1011
8/16/2023,20.6,13.8,25.8,0,,62,14.7,1008.9
8/17/2023,14.9,12.8,26.1,21.1,,111,17.8,1009
8/18/2023,13.7,9.8,16.6,43.9,,222,14.6,1011.1
8/19/2023,8.4,2.8,16.2,0,,281,18.2,1008.9
8/20/2023,8.6,4.9,13.1,0,,268,11.5,1009
8/21/2023,12.1,6.5,16.7,1.2,,39,11.2,1005
8/22/2023,13.6,8.6,17.2,1.4,,171,13,1000.6
8/23/2023,10.6,6.3,17.3,0,,258,8.5,1007.7
8/24/2023,11.2,8.3,14.9,0,,274,7.8,1015
8/25/2023,10.2,5.6,15.5,0,,241,10,1020.3
8/26/2023,8.4,1.3,15.5,0,,230,6.3,1025.2
8/27/2023,8.3,1.2,16.8,0,,75,7.6,1027.9
8/28/2023,10.2,6.8,16.9,0,,52,17.4,1024.3
8/29/2023,13.8,10.8,18.8,0,,48,11.5,1022
8/30/2023,15.5,8.6,23.2,0,,32,12.1,1014.3
8/31/2023,12.4,4.8,23.3,0,,169,8.6,1018.8
9/1/2023,17,10,23.1,0.3,,60,12.8,1011.2
9/2/2023,13.9,8.4,23.2,0.5,,158,12.4,1012
9/3/2023,8.8,7.4,15.1,26.9,,152,14.4,1014
9/4/2023,9.4,6.5,11.7,0,,179,12.6,1019.4
9/5/2023,8.1,4,12.6,0.3,,137,10.7,1027.7
9/6/2023,9.6,5,13,0,,89,25.3,1024.6
9/7/2023,13.6,12,15.4,6.6,,100,15.5,1013.4
9/8/2023,12.1,5,17.9,0.3,,260,11.8,1015.9
9/9/2023,14.8,7.2,20.3,0,,351,8.5,1018
9/10/2023,17.5,13.3,21.8,0.2,,36,11.5,1013.3
9/11/2023,16.7,13,22,48.7,,57,18.3,1006.3
9/12/2023,12.6,6.5,22.5,0,,210,11.4,1018.3
9/13/2023,11.6,6,17.5,0,,171,7.1,1021.2
9/14/2023,13.8,5.4,19,0,,351,11.7,1018.6
9/15/2023,19.5,14.2,25.6,0,,342,25.4,1008.3
9/16/2023,20.2,16.2,26,0,,296,19.9,1003.2
9/17/2023,14.8,12,24.1,0,,138,14.1,1011.5
9/18/2023,12.1,7.2,17,0,,151,14.6,1020
9/19/2023,9.2,6.7,17,0,,129,15.9,1021.4
9/20/2023,15,11.9,17.6,0.3,,110,19.9,1018
9/21/2023,17.2,15.3,19.7,0,,287,5.9,1010.2
9/22/2023,14.5,9.2,19.8,0,,123,17,1016.1
9/23/2023,12.2,8,17.1,0,,133,11.1,1013.9
9/24/2023,12.7,9.5,16.9,0,,153,10.8,1016
9/25/2023,12.7,6.2,18.4,0,,117,17.2,1017.5
9/26/2023,12.2,10.1,18.6,0,,131,10.9,1017.4
9/27/2023,12.6,3.8,20.6,0,,332,10.5,1019.8
9/28/2023,16,10.1,21.3,0,,41,13.8,1019.1
9/29/2023,15,8.5,21,0,,183,9.9,1022
9/30/2023,10.3,3,19.5,0,,226,6.5,1022.5
10/1/2023,12.2,2.6,20.6,0,,187,7.4,1018.2
10/2/2023,13.9,6.9,21,0,,88,16.5,1014.3
10/3/2023,13.9,8.3,20.3,3.7,,131,11.4,1011.4
10/4/2023,14.3,11.8,20.3,3,,236,14.3,1011.8
10/5/2023,17.1,8.2,25,0,,316,19,1007.5
10/6/2023,19.2,13,25,0,,280,13.3,1010.5
10/7/2023,16.6,7,25.5,0,,333,8.4,1018.8
10/8/2023,20.6,10.6,27,0,,356,11.5,1016.8
10/9/2023,23.5,15.6,29.5,0,,336,15.7,1014.7
10/10/2023,23.7,18.5,29.6,3.1,,25,17.5,1009.9
10/11/2023,13.3,8.7,29,4.1,,176,18.4,1019.8
10/12/2023,8.7,1,16,0,,178,8.2,1024.3
10/13/2023,13.8,5.7,20.2,0,,20,8.5,1024.4
10/14/2023,16.3,9.2,21.5,0,,64,17,1022.1
10/15/2023,18.3,14,23.5,0,,69,19,1017.6
10/16/2023,20,14.6,26,0,,142,11.5,1011.2
10/17/2023,14.3,6.7,27.1,0,,155,15.7,1021.5
10/18/2023,12.6,5.2,19.5,0.4,,115,16,1023.9
10/19/2023,16.8,13.3,20.4,0.9,,81,19.4,1021.2
10/20/2023,18.5,11.8,25.3,0,,92,15.7,1017.8
10/21/2023,19.9,15,25.5,4.1,,78,16.2,1014.3
10/22/2023,20.9,17.2,27.4,5.1,,125,13.7,1011.7
10/23/2023,17.4,15,28,0.5,,155,10.6,1014
10/24/2023,15.4,12.4,19.8,0.9,,173,12.1,1017
10/25/2023,14.1,6,21,0,,167,8.9,1015.7
10/26/2023,18.5,12,23.9,0,,9,9.8,1010.5
10/27/2023,22.3,18.2,28.1,0,,13,12.9,1005.8
10/28/2023,23.8,16.8,28.7,0,,24,12.1,1002.4
10/29/2023,21.3,15.1,29.5,7.1,,93,14.6,1002.5
10/30/2023,16.2,8.7,24.5,11.9,,136,16.3,1014.3
10/31/2023,12.3,10.9,21.7,0,,131,16.4,1021.6
11/1/2023,12.4,7.3,17.4,0,,125,22.8,1022
11/2/2023,12.4,9.5,18.5,1,,119,18.4,1014.5
11/3/2023,13.8,11,15,36.1,,209,10.7,1011.9
11/4/2023,15.3,5.6,23.2,0,,294,7.9,1015.5
11/5/2023,19.7,13.6,24.8,0,,32,12.5,1015.3
11/6/2023,21,13.2,26,0,,54,14.1,1015.3
11/7/2023,24,19,31.8,1.3,,48,15,1007.7
11/8/2023,20.5,13.5,32,5.1,,191,6.8,1012.6
11/9/2023,18.4,9.8,25.2,0,,107,14.7,1016.5
11/10/2023,17.1,15.5,24.5,19.3,,73,22,1009.4
11/11/2023,20.6,16,25.8,8.5,,274,13.3,1001.5
11/12/2023,19.5,12.5,26,0,,152,13.4,1009.1
11/13/2023,15.9,10.5,23.3,0,,132,16,1013.4
11/14/2023,18,8.1,25,0,,121,8.8,1011.3
11/15/2023,21.4,16.2,27.7,0,,35,11.5,1004.9
11/16/2023,18.9,12.7,28,1,,273,11.6,1005.4
11/17/2023,20.9,13.8,27.4,0.2,,28,14.2,1000.5
11/18/2023,17.6,14.4,28,1,,252,14.7,1005.8
11/19/2023,19.9,12,26.6,0,,278,14,1013
11/20/2023,25.1,16.8,31,0,,8,14.3,1008.7
11/21/2023,21.9,15,31,0,,182,8.8,1006.7
11/22/2023,19.7,13,26,0,,92,13.3,1011.8
11/23/2023,22.4,15,28,0,,263,10.9,1016.8
11/24/2023,19.3,9,28.1,0,,105,12.3,1023.3
11/25/2023,22,16,27,0,,55,14.1,1018.4
11/26/2023,23.9,16,30,0,,35,11.2,1013.5
11/27/2023,24.8,18,30,0,,85,16.2,1013.5
11/28/2023,25.7,21,31.5,0,,64,16.8,1010.2
11/29/2023,23.7,17.6,32,15,,145,13.2,1009.6
11/30/2023,23.3,14,30,0.4,,99,10.9,1010.2
12/1/2023,23.2,19,30.5,0,,26,14.6,1004.5
12/2/2023,23.1,14,30,0,,175,6.1,1007.8
12/3/2023,16.7,12.4,30.1,0.3,,140,13,1018
12/4/2023,16.4,9,22,0,,115,14.9,1022.5
12/5/2023,18.9,13.1,23.2,0,,96,15.9,1016.8
12/6/2023,20.3,18,24,16,,127,7.9,1009.3
12/7/2023,19.7,16,24,0.8,,161,10.9,1013.6
12/8/2023,19.9,12,25.4,0,,97,12.8,1019.4
12/9/2023,20.3,14,25,0,,82,12.6,1017
12/10/2023,22.2,14,28,0.1,,124,9.7,1015.2
12/11/2023,24.8,20,29,0,,48,17.8,1011.5
12/12/2023,27.7,23,32,0,,26,16.5,1009.5
12/13/2023,27.4,22.5,33.2,0.3,,98,11.4,1006
12/14/2023,24.4,18.5,32.2,0,,81,16.5,1006.5
12/15/2023,26.6,21,31,9.4,,67,12.9,1007.1
12/16/2023,28,24,32,0,,48,20.1,1006.2
12/17/2023,22.9,17.9,32.6,56.9,,40,16.2,1006.4
12/18/2023,18.6,15,23,7.9,,152,14.8,1014.6
12/19/2023,15.5,10,20,0,,144,17.5,1020
12/20/2023,19.5,13,24,0,,114,13.7,1016.7
12/21/2023,22.3,17,28,0,,156,9.3,1013.8
12/22/2023,23,18.9,28,14,,78,12.5,1012.1
12/23/2023,25.3,18,32,4.5,,72,10.4,1010.3
12/24/2023,23.1,20.1,32.6,13.8,,90,13.8,1010.7
12/25/2023,24.4,16,31.1,9.1,,199,12.4,1012.9
12/26/2023,17.9,11.4,26.7,0,,133,8.4,1017.7
12/27/2023,23.8,13,30,0,,355,12.8,1012
12/28/2023,25.4,19,30,1,,325,14.8,1003.6
12/29/2023,21.4,16,24,0,,156,14,1011.3
12/30/2023,22.7,15.8,31.1,0,,186,8,1018.4
12/31/2023,22.8,16,27,1,,61,13.1,1015.2
