[[2025-10-11 01:49:12]] Starting training on model: model_[33, 8, 1]_output_Sigmoid_intermediate_ReLU_normalized_data_True_loss_MSELoss
[[2025-10-11 01:49:12]] Epoch 1/300, Validation Loss: 0.0236
[[2025-10-11 01:49:13]] Epoch 2/300, Validation Loss: 0.0233
[[2025-10-11 01:49:13]] Epoch 3/300, Validation Loss: 0.0225
[[2025-10-11 01:49:13]] Epoch 4/300, Validation Loss: 0.0228
[[2025-10-11 01:49:13]] Epoch 5/300, Validation Loss: 0.0223
[[2025-10-11 01:49:13]] Epoch 6/300, Validation Loss: 0.0222
[[2025-10-11 01:49:14]] Epoch 7/300, Validation Loss: 0.0227
[[2025-10-11 01:49:14]] Epoch 8/300, Validation Loss: 0.0223
[[2025-10-11 01:49:14]] Epoch 9/300, Validation Loss: 0.0222
[[2025-10-11 01:49:14]] Epoch 10/300, Validation Loss: 0.0223
[[2025-10-11 01:49:14]] Epoch 11/300, Validation Loss: 0.0221
[[2025-10-11 01:49:15]] Epoch 12/300, Validation Loss: 0.0221
[[2025-10-11 01:49:15]] Epoch 13/300, Validation Loss: 0.0221
[[2025-10-11 01:49:15]] Epoch 14/300, Validation Loss: 0.0221
[[2025-10-11 01:49:15]] Epoch 15/300, Validation Loss: 0.0222
[[2025-10-11 01:49:15]] Epoch 16/300, Validation Loss: 0.0221
[[2025-10-11 01:49:15]] Epoch 17/300, Validation Loss: 0.0223
[[2025-10-11 01:49:15]] Epoch 18/300, Validation Loss: 0.0222
[[2025-10-11 01:49:15]] Epoch 19/300, Validation Loss: 0.0221
[[2025-10-11 01:49:15]] Epoch 20/300, Validation Loss: 0.0221
[[2025-10-11 01:49:16]] Epoch 21/300, Validation Loss: 0.0221
[[2025-10-11 01:49:16]] Epoch 22/300, Validation Loss: 0.0221
[[2025-10-11 01:49:16]] Epoch 23/300, Validation Loss: 0.0221
[[2025-10-11 01:49:16]] Epoch 24/300, Validation Loss: 0.0221
[[2025-10-11 01:49:16]] Epoch 25/300, Validation Loss: 0.0221
[[2025-10-11 01:49:16]] Epoch 26/300, Validation Loss: 0.0221
