[[2025-10-11 02:18:23]] Starting training on model: model_[33, 512, 1]_output_Sigmoid_intermediate_ReLU_normalized_data_True_loss_MSELoss
[[2025-10-11 02:18:23]] Epoch 1/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:23]] Epoch 2/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:23]] Epoch 3/3000, Validation Loss: 0.0956
[[2025-10-11 02:18:24]] Epoch 4/3000, Validation Loss: 0.0539
[[2025-10-11 02:18:24]] Epoch 5/3000, Validation Loss: 0.0956
[[2025-10-11 02:18:24]] Epoch 6/3000, Validation Loss: 0.0355
[[2025-10-11 02:18:24]] Epoch 7/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:24]] Epoch 8/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:24]] Epoch 9/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:24]] Epoch 10/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:24]] Epoch 11/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:24]] Epoch 12/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:24]] Epoch 13/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:24]] Epoch 14/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:24]] Epoch 15/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:25]] Epoch 16/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:25]] Epoch 17/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:25]] Epoch 18/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:25]] Epoch 19/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:25]] Epoch 20/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:25]] Epoch 21/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:25]] Epoch 22/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:25]] Epoch 23/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:25]] Epoch 24/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:25]] Epoch 25/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:25]] Epoch 26/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:26]] Epoch 27/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:26]] Epoch 28/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:26]] Epoch 29/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:26]] Epoch 30/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:26]] Epoch 31/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:26]] Epoch 32/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:26]] Epoch 33/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:26]] Epoch 34/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:26]] Epoch 35/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:26]] Epoch 36/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:26]] Epoch 37/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:26]] Epoch 38/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:27]] Epoch 39/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:27]] Epoch 40/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:27]] Epoch 41/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:27]] Epoch 42/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:27]] Epoch 43/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:27]] Epoch 44/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:27]] Epoch 45/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:27]] Epoch 46/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:27]] Epoch 47/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:27]] Epoch 48/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:27]] Epoch 49/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:27]] Epoch 50/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:28]] Epoch 51/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:28]] Epoch 52/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:28]] Epoch 53/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:28]] Epoch 54/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:28]] Epoch 55/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:28]] Epoch 56/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:28]] Epoch 57/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:28]] Epoch 58/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:28]] Epoch 59/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:28]] Epoch 60/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:28]] Epoch 61/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:28]] Epoch 62/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:28]] Epoch 63/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:29]] Epoch 64/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:29]] Epoch 65/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:29]] Epoch 66/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:29]] Epoch 67/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:29]] Epoch 68/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:29]] Epoch 69/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:29]] Epoch 70/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:29]] Epoch 71/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:29]] Epoch 72/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:29]] Epoch 73/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:29]] Epoch 74/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:29]] Epoch 75/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:30]] Epoch 76/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:30]] Epoch 77/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:30]] Epoch 78/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:30]] Epoch 79/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:30]] Epoch 80/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:30]] Epoch 81/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:30]] Epoch 82/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:30]] Epoch 83/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:30]] Epoch 84/3000, Validation Loss: 0.0957
[[2025-10-11 02:18:30]] Epoch 85/3000, Validation Loss: 0.0957
